sample_id,depth,nrs_trip_code,nrs_sample_code,amplicon,g__Chattonella_abundance_20K,g__Heterosigma_abundance_20K,g__Pseudochattonella_abundance_20K,g__Trichodesmium_abundance_20K,s__Noctiluca_scintillans_abundance_20K
102.100.100/400790,0.0,ROT20210803,ROT20210803_0,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/400791,47.0,ROT20210803,ROT20210803_47,18Sv4F18Sv4R_v4_eukaryote,,3,2,,
102.100.100/400793,0.0,MAI20211116,MAI20211116_0,18Sv4F18Sv4R_v4_eukaryote,,,1,,1898
102.100.100/400794,0.0,ROT20210928,ROT20210928_0,18Sv4F18Sv4R_v4_eukaryote,,,1,,2
102.100.100/400795,47.0,ROT20210928,ROT20210928_47,18Sv4F18Sv4R_v4_eukaryote,,,2,,4
102.100.100/400796,0.0,YON20210623,YON20210623_0,18Sv4F18Sv4R_v4_eukaryote,,,32,,
102.100.100/400796,0.0,YON20210623,YON20210623_0,27f519r_bacteria,,,,16,
102.100.100/400797,26.0,YON20210623,YON20210623_26,18Sv4F18Sv4R_v4_eukaryote,,,43,,1
102.100.100/400797,26.0,YON20210623,YON20210623_26,27f519r_bacteria,,,,2,
102.100.100/400798,0.0,YON20210824,YON20210824_0,18Sv4F18Sv4R_v4_eukaryote,,,22,,
102.100.100/400799,26.0,YON20210824,YON20210824_26,18Sv4F18Sv4R_v4_eukaryote,,,17,,
102.100.100/400800,0.0,YON20210927,YON20210927_0,18Sv4F18Sv4R_v4_eukaryote,,,10,,
102.100.100/400800,0.0,YON20210927,YON20210927_0,27f519r_bacteria,,,,23,
102.100.100/400801,26.0,YON20210927,YON20210927_26,18Sv4F18Sv4R_v4_eukaryote,,,8,,
102.100.100/400801,26.0,YON20210927,YON20210927_26,27f519r_bacteria,,,,48,
102.100.100/400802,0.0,YON20211014,YON20211014_0,18Sv4F18Sv4R_v4_eukaryote,,,20,,
102.100.100/400802,0.0,YON20211014,YON20211014_0,27f519r_bacteria,,,,140,
102.100.100/400803,26.0,YON20211014,YON20211014_26,18Sv4F18Sv4R_v4_eukaryote,,,22,,
102.100.100/400803,26.0,YON20211014,YON20211014_26,27f519r_bacteria,,,,29,
102.100.100/400804,0.0,YON20211122,YON20211122_0,18Sv4F18Sv4R_v4_eukaryote,,,6,,
102.100.100/400804,0.0,YON20211122,YON20211122_0,27f519r_bacteria,,,,78,
102.100.100/400805,26.0,YON20211122,YON20211122_26,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/400805,26.0,YON20211122,YON20211122_26,27f519r_bacteria,,,,49,
102.100.100/400806,0.0,DAR20220320,DAR20220320_0,18Sv4F18Sv4R_v4_eukaryote,1,6,,,
102.100.100/400806,0.0,DAR20220320,DAR20220320_0,27f519r_bacteria,,,,1,
102.100.100/400807,0.0,KAI20211122,KAI20211122_0,18Sv4F18Sv4R_v4_eukaryote,,,15,,7
102.100.100/400808,0.0,KAI20220128,KAI20220128_0,18Sv4F18Sv4R_v4_eukaryote,,,51,,489
102.100.100/400809,0.0,PHB20211027,PHB20211027_0,18Sv4F18Sv4R_v4_eukaryote,,,,,4873
102.100.100/400810,0.0,PHB20211109,PHB20211109_0,18Sv4F18Sv4R_v4_eukaryote,,,,,3528
102.100.100/400810,0.0,PHB20211109,PHB20211109_0,27f519r_bacteria,,,,1,
102.100.100/400811,0.0,PHB20211124,PHB20211124_0,18Sv4F18Sv4R_v4_eukaryote,3,2,,,3502
102.100.100/400812,0.0,PHB20220123,PHB20220123_0,18Sv4F18Sv4R_v4_eukaryote,,3,2,,184
102.100.100/400812,0.0,PHB20220123,PHB20220123_0,27f519r_bacteria,,,,3,
102.100.100/400813,0.0,ROT20211105,ROT20211105_0,18Sv4F18Sv4R_v4_eukaryote,,,39,,
102.100.100/400813,0.0,ROT20211105,ROT20211105_0,27f519r_bacteria,,,,32,
102.100.100/400814,0.0,ROT20211125,ROT20211125_0,18Sv4F18Sv4R_v4_eukaryote,,,179,,
102.100.100/400814,0.0,ROT20211125,ROT20211125_0,27f519r_bacteria,,,,136,
102.100.100/400815,0.0,ROT20211207,ROT20211207_0,18Sv4F18Sv4R_v4_eukaryote,,,110,,1
102.100.100/400815,0.0,ROT20211207,ROT20211207_0,27f519r_bacteria,,,,32,
102.100.100/400816,0.0,ROT20211220,ROT20211220_0,18Sv4F18Sv4R_v4_eukaryote,,,30,,2
102.100.100/400816,0.0,ROT20211220,ROT20211220_0,27f519r_bacteria,,,,22,
102.100.100/400817,0.0,ROT20220125,ROT20220125_0,18Sv4F18Sv4R_v4_eukaryote,,,85,,
102.100.100/400817,0.0,ROT20220125,ROT20220125_0,27f519r_bacteria,,,,18,
102.100.100/400818,0.0,NSI20211020,NSI20211020_0,18Sv4F18Sv4R_v4_eukaryote,,,13,,4
102.100.100/400818,0.0,NSI20211020,NSI20211020_0,27f519r_bacteria,,,,6,
102.100.100/400819,0.0,NSI20211109,NSI20211109_0,18Sv4F18Sv4R_v4_eukaryote,,,,,8
102.100.100/400819,0.0,NSI20211109,NSI20211109_0,27f519r_bacteria,,,,3,
102.100.100/400820,0.0,NSI20211222,NSI20211222_0,18Sv4F18Sv4R_v4_eukaryote,,,37,,
102.100.100/400820,0.0,NSI20211222,NSI20211222_0,27f519r_bacteria,,,,233,
102.100.100/400821,0.0,NSI20220218,NSI20220218_0,18Sv4F18Sv4R_v4_eukaryote,,,1,,
102.100.100/400821,0.0,NSI20220218,NSI20220218_0,27f519r_bacteria,,,,457,
102.100.100/400822,0.0,MAI20211214,MAI20211214_0,18Sv4F18Sv4R_v4_eukaryote,,1,6,,7255
102.100.100/400822,0.0,MAI20211214,MAI20211214_0,27f519r_bacteria,,,,1,
102.100.100/400823,0.0,MAI20220119,MAI20220119_0,18Sv4F18Sv4R_v4_eukaryote,,,230,,1241
102.100.100/400824,0.0,MAI20220310,MAI20220310_0,18Sv4F18Sv4R_v4_eukaryote,,8,4,,5016
102.100.100/400825,0.0,MAI20220327,MAI20220327_0,18Sv4F18Sv4R_v4_eukaryote,,,42,,715
102.100.100/400826,0.0,YON20211209,YON20211209_0,18Sv4F18Sv4R_v4_eukaryote,,1,11,,2
102.100.100/400826,0.0,YON20211209,YON20211209_0,27f519r_bacteria,,,,58,
102.100.100/400827,0.0,YON20220123,YON20220123_0,18Sv4F18Sv4R_v4_eukaryote,,,1,,2
102.100.100/400827,0.0,YON20220123,YON20220123_0,27f519r_bacteria,,,,73,
102.100.100/400828,0.0,YON20220206,YON20220206_0,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/400828,0.0,YON20220206,YON20220206_0,27f519r_bacteria,,,,28,
102.100.100/400829,17.5,DAR20220320,DAR20220320_17.5,18Sv4F18Sv4R_v4_eukaryote,,,,,2
102.100.100/400829,17.5,DAR20220320,DAR20220320_17.5,27f519r_bacteria,,,,1,
102.100.100/400830,100.0,KAI20211122,KAI20211122_100,18Sv4F18Sv4R_v4_eukaryote,,,5,,1
102.100.100/400831,100.0,KAI20220128,KAI20220128_100,18Sv4F18Sv4R_v4_eukaryote,,,16,,293
102.100.100/400832,100.0,PHB20211027,PHB20211027_100,18Sv4F18Sv4R_v4_eukaryote,,,,,92
102.100.100/400832,100.0,PHB20211027,PHB20211027_100,27f519r_bacteria,,,,1,
102.100.100/400833,100.0,PHB20211109,PHB20211109_100,18Sv4F18Sv4R_v4_eukaryote,,,,,93
102.100.100/400833,100.0,PHB20211109,PHB20211109_100,27f519r_bacteria,,,,1,
102.100.100/400834,100.0,PHB20211124,PHB20211124_100,18Sv4F18Sv4R_v4_eukaryote,,,,,121
102.100.100/400835,100.0,PHB20220123,PHB20220123_100,18Sv4F18Sv4R_v4_eukaryote,,,,,96
102.100.100/400835,100.0,PHB20220123,PHB20220123_100,27f519r_bacteria,,,,12,
102.100.100/400836,47.0,ROT20211105,ROT20211105_47,18Sv4F18Sv4R_v4_eukaryote,2,,61,,
102.100.100/400836,47.0,ROT20211105,ROT20211105_47,27f519r_bacteria,,,,3,
102.100.100/400837,47.0,ROT20211125,ROT20211125_47,18Sv4F18Sv4R_v4_eukaryote,,,94,,1
102.100.100/400837,47.0,ROT20211125,ROT20211125_47,27f519r_bacteria,,,,11,
102.100.100/400838,47.0,ROT20211207,ROT20211207_47,18Sv4F18Sv4R_v4_eukaryote,,,13,,7
102.100.100/400839,47.0,ROT20211220,ROT20211220_47,18Sv4F18Sv4R_v4_eukaryote,,1,51,,1
102.100.100/400839,47.0,ROT20211220,ROT20211220_47,27f519r_bacteria,,,,135,
102.100.100/400840,47.0,ROT20220125,ROT20220125_47,18Sv4F18Sv4R_v4_eukaryote,,,6,,3
102.100.100/400841,50.0,NSI20211020,NSI20211020_50,27f519r_bacteria,,,,1,
102.100.100/400842,50.0,NSI20211109,NSI20211109_50,18Sv4F18Sv4R_v4_eukaryote,,1,,,
102.100.100/400844,50.0,NSI20220218,NSI20220218_50,18Sv4F18Sv4R_v4_eukaryote,3,,4,,
102.100.100/400844,50.0,NSI20220218,NSI20220218_50,27f519r_bacteria,,,,10,
102.100.100/400845,85.0,MAI20211214,MAI20211214_85,18Sv4F18Sv4R_v4_eukaryote,,,19,,578
102.100.100/400846,85.0,MAI20220119,MAI20220119_85,18Sv4F18Sv4R_v4_eukaryote,,,1,,21
102.100.100/400847,85.0,MAI20220310,MAI20220310_85,18Sv4F18Sv4R_v4_eukaryote,,,2,,89
102.100.100/400848,85.0,MAI20220327,MAI20220327_85,18Sv4F18Sv4R_v4_eukaryote,,,21,,555
102.100.100/400849,26.0,YON20211209,YON20211209_26,18Sv4F18Sv4R_v4_eukaryote,,,6,,
102.100.100/400849,26.0,YON20211209,YON20211209_26,27f519r_bacteria,,,,37,
102.100.100/400850,26.0,YON20220123,YON20220123_26,27f519r_bacteria,,,,68,
102.100.100/400851,24.0,YON20220206,YON20220206_24,27f519r_bacteria,,,,21,
102.100.100/400852,0.0,DAR20220427_2130,DAR20220427_2130_0,18Sv4F18Sv4R_v4_eukaryote,1,4,,,
102.100.100/400852,0.0,DAR20220427_2130,DAR20220427_2130_0,27f519r_bacteria,,,,1,
102.100.100/400853,0.0,DAR20220815,DAR20220815_0,18Sv4F18Sv4R_v4_eukaryote,,,25,,
102.100.100/400853,0.0,DAR20220815,DAR20220815_0,27f519r_bacteria,,,,19,
102.100.100/400854,0.0,KAI20220509,KAI20220509_0,18Sv4F18Sv4R_v4_eukaryote,,,75,,15
102.100.100/400855,0.0,MAI20220510,MAI20220510_0,18Sv4F18Sv4R_v4_eukaryote,,8,8,,
102.100.100/400857,0.0,MAI20220704,MAI20220704_0,18Sv4F18Sv4R_v4_eukaryote,,,2,,1
102.100.100/400858,0.0,MAI20220826,MAI20220826_0,18Sv4F18Sv4R_v4_eukaryote,,,7,,72
102.100.100/400858,0.0,MAI20220826,MAI20220826_0,27f519r_bacteria,,,,1,
102.100.100/400859,0.0,NSI20220324,NSI20220324_0,18Sv4F18Sv4R_v4_eukaryote,1,9,,,41
102.100.100/400859,0.0,NSI20220324,NSI20220324_0,27f519r_bacteria,,,,106,
102.100.100/400860,0.0,NSI20220420,NSI20220420_0,18Sv4F18Sv4R_v4_eukaryote,,,3,,
102.100.100/400860,0.0,NSI20220420,NSI20220420_0,27f519r_bacteria,,,,103,
102.100.100/400861,0.0,NSI20220605,NSI20220605_0,18Sv4F18Sv4R_v4_eukaryote,,1,5,,
102.100.100/400862,0.0,NSI20220626,NSI20220626_0,18Sv4F18Sv4R_v4_eukaryote,,2,10,,
102.100.100/400863,0.0,PHB20211215,PHB20211215_0,18Sv4F18Sv4R_v4_eukaryote,,,1,,2469
102.100.100/400863,0.0,PHB20211215,PHB20211215_0,27f519r_bacteria,,,,3,
102.100.100/400864,0.0,PHB20220216,PHB20220216_0,18Sv4F18Sv4R_v4_eukaryote,,,,,1018
102.100.100/400864,0.0,PHB20220216,PHB20220216_0,27f519r_bacteria,,,,11,
102.100.100/400865,0.0,PHB20220316,PHB20220316_0,18Sv4F18Sv4R_v4_eukaryote,,2,,,3
102.100.100/400865,0.0,PHB20220316,PHB20220316_0,27f519r_bacteria,,,,8,
102.100.100/400866,0.0,PHB20220426,PHB20220426_0,18Sv4F18Sv4R_v4_eukaryote,,16,,,
102.100.100/400866,0.0,PHB20220426,PHB20220426_0,27f519r_bacteria,,,,36,
102.100.100/400867,0.0,PHB20220629,PHB20220629_0,18Sv4F18Sv4R_v4_eukaryote,,,5,,
102.100.100/400867,0.0,PHB20220629,PHB20220629_0,27f519r_bacteria,,,,1,
102.100.100/400868,0.0,ROT20220329,ROT20220329_0,18Sv4F18Sv4R_v4_eukaryote,,,8,,
102.100.100/400868,0.0,ROT20220329,ROT20220329_0,27f519r_bacteria,,,,22,
102.100.100/400869,0.0,ROT20220413,ROT20220413_0,18Sv4F18Sv4R_v4_eukaryote,,1,4,,2
102.100.100/400869,0.0,ROT20220413,ROT20220413_0,27f519r_bacteria,,,,11,
102.100.100/400870,0.0,YON20220311,YON20220311_0,27f519r_bacteria,,,,10,
102.100.100/400871,0.0,YON20220406,YON20220406_0,18Sv4F18Sv4R_v4_eukaryote,,,1,,1
102.100.100/400871,0.0,YON20220406,YON20220406_0,27f519r_bacteria,,,,18,
102.100.100/400872,0.0,YON20220603,YON20220603_0,18Sv4F18Sv4R_v4_eukaryote,,,2,,
102.100.100/400875,16.0,DAR20220427_2130,DAR20220427_2130_16,18Sv4F18Sv4R_v4_eukaryote,1,4,,,
102.100.100/400876,20.0,DAR20220815,DAR20220815_20,18Sv4F18Sv4R_v4_eukaryote,2,,17,,1
102.100.100/400876,20.0,DAR20220815,DAR20220815_20,27f519r_bacteria,,,,3,
102.100.100/400877,100.0,KAI20220509,KAI20220509_100,18Sv4F18Sv4R_v4_eukaryote,,1,9,,302
102.100.100/400878,85.0,MAI20220510,MAI20220510_85,18Sv4F18Sv4R_v4_eukaryote,,5,10,,
102.100.100/400879,85.0,MAI20220616,MAI20220616_85,18Sv4F18Sv4R_v4_eukaryote,,1,5,,2
102.100.100/400881,85.0,MAI20220704,MAI20220704_85,18Sv4F18Sv4R_v4_eukaryote,,2,6,,
102.100.100/400881,85.0,MAI20220704,MAI20220704_85,27f519r_bacteria,,,,3,
102.100.100/400882,85.0,MAI20220826,MAI20220826_85,18Sv4F18Sv4R_v4_eukaryote,,2,1,,
102.100.100/400883,50.0,NSI20220324,NSI20220324_50,18Sv4F18Sv4R_v4_eukaryote,,1,,,
102.100.100/400883,50.0,NSI20220324,NSI20220324_50,27f519r_bacteria,,,,1,
102.100.100/400884,50.0,NSI20220420,NSI20220420_50,18Sv4F18Sv4R_v4_eukaryote,,1,,,1
102.100.100/400884,50.0,NSI20220420,NSI20220420_50,27f519r_bacteria,,,,17,
102.100.100/400885,50.0,NSI20220605,NSI20220605_50,18Sv4F18Sv4R_v4_eukaryote,,,10,,
102.100.100/400886,50.0,NSI20220626,NSI20220626_50,18Sv4F18Sv4R_v4_eukaryote,,1,1,,13
102.100.100/400887,100.0,PHB20211215,PHB20211215_100,18Sv4F18Sv4R_v4_eukaryote,,,,,248
102.100.100/400887,100.0,PHB20211215,PHB20211215_100,27f519r_bacteria,,,,5,
102.100.100/400888,100.0,PHB20220216,PHB20220216_100,18Sv4F18Sv4R_v4_eukaryote,,,1,,52
102.100.100/400888,100.0,PHB20220216,PHB20220216_100,27f519r_bacteria,,,,15,
102.100.100/400889,100.0,PHB20220316,PHB20220316_100,18Sv4F18Sv4R_v4_eukaryote,,,,,2
102.100.100/400890,100.0,PHB20220426,PHB20220426_100,18Sv4F18Sv4R_v4_eukaryote,,1,,,
102.100.100/400892,47.0,ROT20220329,ROT20220329_47,18Sv4F18Sv4R_v4_eukaryote,,,22,,2
102.100.100/400892,47.0,ROT20220329,ROT20220329_47,27f519r_bacteria,,,,7,
102.100.100/400894,47.0,ROT20220413,ROT20220413_47,18Sv4F18Sv4R_v4_eukaryote,,,8,,
102.100.100/400895,26.0,YON20220311,YON20220311_26,18Sv4F18Sv4R_v4_eukaryote,,,,,1
102.100.100/400895,26.0,YON20220311,YON20220311_26,27f519r_bacteria,,,,4,
102.100.100/400896,26.0,YON20220406,YON20220406_26,27f519r_bacteria,,,,6,
102.100.100/400897,26.0,YON20220603,YON20220603_26,27f519r_bacteria,,,,3,
